"label","abbpop","Year","date","sex","svl","tot","mass","headlength","headwidth","GreenResolved","reg","reglength","blackness","BlueResolved","relhl"
"SA28","SA",2014,2014-04-15,"M",52,188,5.54,15.2,7.6,2,0,NA,0.14,26.518,0.292307692307692
"SAR01","SAR",2017,2017-04-14,"M",70,196,8.61,16.89,8.68,8,1,99,0.373035095217742,1.731,0.241285714285714
"SAR02","SAR",2017,2017-04-14,"M",68,132,7.12,17.34,8.31,7,1,39,0.592466019417476,24.474,0.255
"SAR03","SAR",2017,2017-04-14,"F",66,198,6.49,13.48,6.56,5,1,0,0.104773919394463,0,0.204242424242424
"SAR04","SAR",2017,2017-04-14,"F",54,154,3.45,11.18,5.36,4,0,NA,0.0608148236132557,0,0.207037037037037
"SAR05","SAR",2017,2017-04-14,"F",60,153,5.27,13.34,6.23,6,1,67,0.208306641042067,0,0.222333333333333
"SAR06","SAR",2017,2017-04-14,"M",69,220,8.34,17.54,7.69,7,1,135,0.331679894179894,13.697,0.254202898550725
"SAR07","SAR",2017,2017-04-14,"M",68,143,4.97,13.82,7.33,7,1,74,0.430126791620728,9.893,0.203235294117647
"SAR08","SAR",2017,2017-04-14,"F",63,128,4.31,12,5.84,6,1,14,0.12241250930752,0.428,0.19047619047619
"SAR09","SAR",2017,2017-04-14,"M",69,184,7.82,16.99,7.85,7,1,91,0.248450990350432,11.097,0.246231884057971
"SAR10","SAR",2017,2017-04-14,"M",67,162,6.83,17.11,7.72,9,1,82,0.303059654720529,7.125,0.255373134328358
"SAR11","SAR",2017,2017-04-14,"M",67,141,8.31,16.79,8.35,8,1,5,NA,9.329,0.250597014925373
"SAR12","SAR",2017,2017-04-14,"M",67,210,8.38,17.7,7.7,6,0,NA,0.363519423720093,5.937,0.264179104477612
"SAR13","SAR",2017,2017-04-14,"M",61,195,6.91,15.9,7.54,10,0,NA,0.377966702089975,17.026,0.260655737704918
"SAR14","SAR",2017,2017-04-14,"M",65,202,7.53,16.52,7.25,7,0,NA,0.312758803751548,10.461,0.254153846153846
"SAR15","SAR",2017,2017-04-14,"F",65,115,6.86,13.87,6.5,3,1,0,0.0258731489242805,2.972,0.213384615384615
"SAR16","SAR",2017,2017-04-14,"F",55,117,3.78,10.99,5.49,2,1,35,0.01,4.721,0.199818181818182
"SAR17","SAR",2017,2017-04-14,"F",54,146,4.23,10.91,5.67,3,1,57,0.140250485856187,0,0.202037037037037
"SAR18","SAR",2017,2017-04-14,"M",66,196,7.33,16.32,8.71,9,1,28,0.433410138248848,8.839,0.247272727272727
"SAR19","SAR",2017,2017-04-14,"M",66,149,7.35,17.44,8.73,6,1,2,0.431460955601478,10.714,0.264242424242424
"SAR20","SAR",2017,2017-04-14,"M",66,232,4.52,13.22,6.35,5,0,NA,0.331553182020472,8.891,0.20030303030303
"SB02","SB",2013,2013-03-26,"M",59,180,5.27,14.75,7.31,1,0,NA,0.06,4.69,0.25
"SB03","SB",2013,2013-03-26,"M",61,182,5.61,15.37,7.43,2,0,NA,0.26,13.46,0.251967213114754
"SB04","SB",2013,2013-03-26,"M",58,145,4.61,14.9,7.14,2,1,76,0.48,17.872,0.256896551724138
"SB05","SB",2013,2013-03-26,"F",60,133,4.73,12.06,6.04,1,1,62,0,2.41,0.201
"SB06","SB",2013,2013-03-26,"F",58,143,4.71,12.98,6.62,1,1,47,0.05,NA,0.223793103448276
"SB07","SB",2013,2013-03-26,"F",54,148,3.62,11.5,5.63,1,0,NA,0,3.21,0.212962962962963
"SB08","SB",2013,2013-03-26,"M",58,170,6.05,15.35,7.45,3,1,76,0.15,11.17,0.264655172413793
"SB09","SB",2013,2013-03-26,"F",51,134,3.32,11.43,5.52,1,0,NA,0,3.95,0.224117647058824
"SB10","SB",2013,2013-03-26,"M",53,160,3.88,12.93,6.65,1,0,NA,0,5.77,0.243962264150943
"SCN01","SCN",2019,2019-03-27,"M",63,191,7.2,17.73,8.25,7,1,73,0.64002981119576,NA,0.281428571428571
"SCN02","SCN",2019,2019-03-27,"F",59,141,5.44,13.67,6.67,8,1,74,0.345246391239423,NA,0.231694915254237
"SCN03","SCN",2019,2019-03-27,"F",67,149,6.26,14.66,6.9,1,1,52,0.500923266311038,NA,0.218805970149254
"SCN04","SCN",2019,2019-03-27,"M",65,118,6.95,17.08,8.32,5,1,42,0.325884181888846,NA,0.262769230769231
"SCN05","SCN",2019,2019-03-27,"M",57,171,3.54,14.88,7.06,3,0,NA,0.17442269370531,NA,0.261052631578947
"SCN06","SCN",2019,2019-03-27,"F",66,141,6.26,13.86,6.94,5,1,62,0.401154163231657,NA,0.21
"SCN07","SCN",2019,2019-03-28,"M",62,199,6.65,16.02,7.74,4,1,23,NA,NA,0.258387096774194
"SCN08","SCN",2019,2019-03-28,"M",62,200,7.53,17.73,8.45,8,0,NA,0.639058902801954,NA,0.285967741935484
"SCN09","SCN",2019,2019-03-28,"F",65,185,6.19,14.62,6.85,1,0,NA,0.0454631559007388,NA,0.224923076923077
"SCN10","SCN",2019,2019-03-28,"M",65,197,7.22,17.28,8.52,4,1,57,0.370134383688601,NA,0.265846153846154
"SCN11","SCN",2019,2019-03-28,"M",70,213,8.56,18.41,8.3,9,1,30,0.235786724031961,NA,0.263
"SCN12","SCN",2019,2019-03-28,"M",66,145,5.9,16.8,8.95,5,1,73,0.314086294416244,NA,0.254545454545455
"SCN13","SCN",2019,2019-03-28,"M",70,210,7.33,16.85,7.64,5,1,54,0.294640652012843,NA,0.240714285714286
"SCN14","SCN",2019,2019-03-28,"F",59,176,5.41,13.59,6.49,2,0,NA,0.0308391106861104,NA,0.230338983050847
"SCN15","SCN",2019,2019-03-28,"M",52,134,3.79,14.36,7.18,5,0,NA,0.142933659805647,NA,0.276153846153846
"SCN16","SCN",2019,2019-04-08,"F",56,142,NA,12.47,6.33,3,NA,NA,0.104757627060084,NA,0.222678571428571
"SCN17","SCN",2019,2019-04-08,"F",53,173,5.68,13.67,7.1,2,0,NA,0.06789283,NA,0.257924528301887
"SCN19","SCN",2019,2019-04-08,"M",75,199,8.53,18.21,10.77,8,1,49,0.217978940751218,NA,0.2428
"SCN21","SCN",2019,2019-04-08,"M",64,163,6.43,16.38,9.38,8,1,99,0.351569723037344,NA,0.2559375
"SCN22","SCN",2019,2019-04-25,"F",63,183,6.29,14.05,6.88,8,0,NA,0.308867617843598,NA,0.223015873015873
"SCN23","SCN",2019,2019-04-26,"F",60,147,6.35,14.2,7.87,7,1,64,0.343169398907104,NA,0.236666666666667
"SCN24","SCN",2019,2019-04-26,"M",64,202,7.76,18.14,8.34,4,1,37,0.506869662086892,NA,0.2834375
"SD01","SD",2014,2014-04-16,"F",56,141,4.03,12,6,1,1,65,0.11,NA,0.214285714285714
"SD02","SD",2014,2014-04-16,"M",63,197,6.67,15.4,6.4,4,1,46,0.41,23.27,0.244444444444444
"SD03","SD",2014,2014-04-16,"M",52,154,3.64,12.7,6.2,1,1,60,0.05,3.38,0.244230769230769
"SD04","SD",2014,2014-04-16,"M",55,135,4.44,13.5,6.5,2,1,23,0.06,4.04,0.245454545454545
"SD05","SD",2014,2014-04-16,"F",57,172,5.04,11.7,5.9,2,0,NA,0.18,4.77,0.205263157894737
"SD06","SD",2014,2014-04-16,"M",59,108,4.72,15,6.9,2,1,34,0.4,8.07,0.254237288135593
"SD07","SD",2014,2014-04-16,"M",50,164,2.91,11.8,5.5,2,0,NA,0.08,3.51,0.236
"SD08","SD",2014,2014-04-16,"M",50,92,2.62,12.2,5.6,1,1,21,0.19,2.69,0.244
"SD09","SD",2014,2014-04-16,"M",67,158,7.14,16.5,7.8,8,1,80,0.44,21.06,0.246268656716418
"SD10","SD",2014,2014-04-16,"F",63,156,5.64,12.5,6.1,6,1,53,0.07,7.22,0.198412698412698
"SD11","SD",2014,2014-04-16,"F",59,182,5.35,12.8,6.3,1,0,NA,0.13,0.67,0.216949152542373
"SD12","SD",2014,2014-04-16,"M",60,174,5.39,15,7,2,1,60,0.19,2.56,0.25
"SD13","SD",2014,2014-04-16,"M",52,165,3.37,12.4,5.8,1,0,NA,0.06,4.55,0.238461538461538
"SD14","SD",2014,2014-04-16,"M",66,204,6.91,16,7.2,2,0,NA,0.48,8.7,0.242424242424242
"SD15","SD",2014,2014-04-16,"F",58,147,4.58,12.4,6,1,0,NA,0.2,0.93,0.213793103448276
"SD16","SD",2014,2014-04-16,"F",50,144,2.49,11.1,5.7,1,0,NA,0.04,1.23,0.222
"SD18","SD",2014,2014-04-16,"M",63,165,5.62,15.4,7.4,2,1,75,0.11,15.07,0.244444444444444
"SD19","SD",2014,2014-04-16,"F",59,137,5.28,12.5,6.1,1,1,29,0.03,1.03,0.211864406779661
"SD20","SD",2014,2014-04-16,"F",57,121,3.85,12.1,5.6,1,1,53,0.12,0,0.212280701754386
"SD21","SD",2014,2014-04-16,"M",61,77,4.71,15.8,7.6,1,1,0,0.39,5.44,0.259016393442623
"SD22","SD",2014,2014-04-16,"M",58,172,5.34,14.6,7.1,1,0,NA,0.04,3.98,0.251724137931034
"SD23","SD",2014,2014-04-16,"F",62,169,4.85,12.6,6,1,0,NA,0.11,1.75,0.203225806451613
"SD24","SD",2014,2014-04-16,"M",63,173,6.51,16,8,6,1,66,0.32,7.25,0.253968253968254
"SD25","SD",2014,2014-04-16,"F",60,136,4.78,12.4,6,1,1,59,0.04,1.16,0.206666666666667
"SD26","SD",2014,2014-04-16,"M",65,210,8.02,16.5,7.8,2,0,NA,0.11,7.56,0.253846153846154
"SF01","SF",2018,2018-04-28,"M",62,168,6,16.5,7.87,8,1,84,0.338208638039877,14.111,0.266129032258065
"SF02","SF",2018,2018-04-28,"M",63,167,6.21,16.24,7.57,2,1,66,0.261525990475225,7.396,0.257777777777778
"SF03","SF",2018,2018-04-28,"M",66,203,7.72,17.59,8.17,3,0,NA,0.560904735726066,9.013,0.266515151515152
"SF04","SF",2018,2018-04-28,"M",62,173,6.17,15.28,7.33,7,1,76,0.173044682557038,20.511,0.246451612903226
"SF05","SF",2018,2018-04-28,"M",66,152,6.57,17.59,8.72,9,1,62,0.359959124584859,28.903,0.266515151515152
"SF06","SF",2018,2018-04-28,"F",65,167,6.39,14.16,7.22,1,1,42,0.02,0,0.217846153846154
"SF07","SF",2018,2018-04-28,"M",61,163,6.09,17.81,7.72,8,1,53,0.437387657279808,14.6,0.291967213114754
"SF08","SF",2018,2018-04-28,"M",62,169,6.08,16.9,7.99,6,1,94,0.144857344135259,11.936,0.27258064516129
"SF09","SF",2018,2018-04-28,"M",56,184,4.98,15.12,6.6,2,0,NA,0.169000679809653,7.945,0.27
"SF10","SF",2018,2018-04-28,"F",60,101,4.19,13.19,6.8,5,1,29,0.199561612503574,0,0.219833333333333
"SF11","SF",2018,2018-04-28,"F",57,137,4.03,13.85,6.45,3,1,71,0,8.908,0.242982456140351
"SF12","SF",2018,2018-04-28,"M",65,191,7.88,17.49,8.85,8,1,63,0.341906373378455,21.678,0.269076923076923
"SF13","SF",2018,2018-04-28,"M",63,150,5.14,16.2,7.3,6,1,0,0.186585906337716,10.987,0.257142857142857
"SF14","SF",2018,2018-04-28,"M",63,144,6.05,16.31,7.24,6,1,49,0.218178574614218,11.285,0.258888888888889
"SF15","SF",2018,2018-04-28,"M",65,164,7,17.37,8.18,5,1,76,0.329556962025316,12.775,0.267230769230769
"SF16","SF",2018,2018-04-28,"M",65,193,7.3,16.76,8.57,6,1,80,0.356069933513913,15.317,0.257846153846154
"SF17","SF",2018,2018-04-28,"M",63,167,5.57,15.46,7.84,7,1,89,0.543240740740741,8.08,0.245396825396825
"SF18","SF",2018,2018-04-28,"F",57,112,3.48,13,6.23,2,1,39,0.02,1.299,0.228070175438596
"SF19","SF",2018,2018-04-28,"F",62,132,5.05,13.01,6.76,4,1,65,0.0493034689975417,0,0.209838709677419
"SF20","SF",2018,2018-04-28,"F",51,145,2.93,12.05,6.02,1,1,33,0.0267266472611802,0,0.236274509803922
"SF21","SF",2018,2018-04-28,"F",63,152,5.02,13.28,6.68,1,1,60,0.129477911646586,5.017,0.210793650793651
"SF22","SF",2018,2018-04-28,"F",59,182,4.76,13.53,5.86,1,0,NA,0.0745744393407187,5.802,0.229322033898305
"SF23","SF",2018,2018-04-28,"F",63,157,5.6,14.37,7.03,9,1,57,0.441346289255034,0.385,0.228095238095238
"SF24","SF",2018,2018-04-28,"F",62,150,5.33,13.95,6.66,6,1,72,0.0739786529260213,1.395,0.225
"SF25","SF",2018,2018-04-28,"F",52,119,2.74,12.49,5.9,5,1,0,0.0147188049209139,0,0.240192307692308
"SF26","SF",2018,2018-04-28,"F",59,162,4.98,13.15,6.41,1,1,63,0.03,0,0.222881355932203
"SL01","SL",2014,2014-04-17,"F",51,121,2.82,11.1,5.6,1,1,43,0.04,0.52,0.217647058823529
"SL02","SL",2014,2014-04-17,"M",64,185,6.81,17.2,8.4,10,1,67,0.48,26.04,0.26875
"SL03","SL",2014,2014-04-17,"F",59,200,4.6,13.5,6.1,8,0,NA,0.16,1.22,0.228813559322034
"SL04","SL",2014,2014-04-17,"M",65,182,6.92,16.7,8.4,9,1,95,0.53,18.68,0.256923076923077
"SL05","SL",2014,2014-04-17,"F",57,149,4,13,5.9,7,1,86,0.29,0.41,0.228070175438596
"SL06","SL",2014,2014-04-17,"F",59,143,3.76,13.1,6.3,10,1,29,0.33,0.5,0.222033898305085
"SL07","SL",2014,2014-04-17,"M",67,190,7.01,17,8.4,9,1,109,0.69,10.97,0.253731343283582
"SL08","SL",2014,2014-04-17,"F",66,180,4.88,13.6,6.7,10,1,80,0.38,3.36,0.206060606060606
"SL09","SL",2014,2014-04-17,"M",63,142,5.5,15.1,7.5,10,1,70,0.34,9.72,0.23968253968254
"SL10","SL",2014,2014-04-17,"F",56,160,4.25,12.6,6.3,3,1,61,0.19,2.16,0.225
"SL11","SL",2014,2014-04-17,"F",59,150,3.84,12.9,6.3,5,1,70,0.11,6.082,0.21864406779661
"SL12","SL",2014,2014-04-17,"M",64,169,5.52,15.3,7.3,10,1,88,0.36,13.8,0.2390625
"SL13","SL",2014,2014-04-17,"F",60,173,4.92,13.7,6.6,8,1,61,0.25,1.75,0.228333333333333
"SL14","SL",2014,2014-04-17,"M",65,180,6.34,16.4,7.7,10,1,90,0.43,15.98,0.252307692307692
"SL15","SL",2014,2014-04-17,"M",64,162,6.71,16.1,8,9,1,87,0.3,18.71,0.2515625
"SL16","SL",2014,2014-04-17,"M",62,195,5.84,15.1,7.8,8,0,NA,0.22,13.59,0.243548387096774
"SL17","SL",2014,2014-04-17,"F",52,153,3.42,11.5,5.5,2,0,NA,0.06,0.7,0.221153846153846
"SL18","SL",2014,2014-04-17,"F",62,179,6,13.2,6.4,10,0,NA,0.28,0.61,0.212903225806452
"SL19","SL",2014,2014-04-17,"M",63,143,6.93,16.4,7.7,8,1,0,0.32,11.66,0.26031746031746
"SL20","SL",2014,2014-04-17,"M",65,184,6.66,16.7,8.2,10,1,26,0.5,10.92,0.256923076923077
"SL21","SL",2014,2014-04-17,"F",60,151,6,12.9,6.9,8,1,82,0.36,0.67,0.215
"SL22","SL",2014,2014-04-17,"F",61,152,4.66,12.9,6.5,9,1,70,0.21,2.53,0.211475409836066
"SL23","SL",2014,2014-04-17,"F",50,154,3.1,11.2,5.5,2,0,NA,0.05,0.42,0.224
"SL24","SL",2014,2014-04-17,"M",62,148,5.72,16.5,7.5,9,1,76,0.37,12.6,0.266129032258065
"SL25","SL",2014,2014-04-17,"F",62,150,5.23,13.3,6.6,8,1,63,0.27,1.95,0.214516129032258
"SL26","SL",2014,2014-04-17,"F",58,162,5.02,12.8,6.3,7,1,57,0.06,1.22,0.220689655172414
"SL27","SL",2014,2014-04-17,"M",68,188,6.18,16.3,7.7,8,1,64,0.26,30.85,0.239705882352941
"SL28","SL",2014,2014-04-17,"M",62,184,6.71,16.1,7.9,9,0,NA,0.39,15.47,0.259677419354839
"SL29","SL",2015,2015-04-02,"F",63,160,4.9,13.6,6.8,5,1,77,0.4112,6.421,0.215873015873016
"SL30","SL",2015,2015-04-02,"F",66,161,6.8,14.2,6.8,10,1,88,0.465863453815261,3.86,0.215151515151515
"SL31","SL",2015,2015-04-02,"M",60,183,5.16,15.4,7.5,6,1,46,0.286374133949192,3.514,0.256666666666667
"SL32","SL",2015,2015-04-02,"M",59,154,4.95,15.8,7.7,8,1,80,0.248012718600954,15.337,0.267796610169492
"SL33","SL",2015,2015-04-02,"F",55,165,3.59,12.5,6,1,0,NA,0.02,4.96,0.227272727272727
"SL34","SL",2015,2015-04-02,"M",63,206,6.31,16.1,7.3,3,NA,NA,0.0151600224592925,9.884,0.255555555555556
"SL35","SL",2015,2015-04-02,"F",55,140,3.5,12.5,5.8,3,1,53,0.021551724137931,0.174,0.227272727272727
"SL36","SL",2015,2015-04-02,"M",55,147,3.94,13.9,6.4,2,1,4,0.225850340136054,4.826,0.252727272727273
"SL37","SL",2015,2015-04-02,"F",60,145,4.57,12.9,6.2,7,1,71,0.392857142857143,2.886,0.215
"SL38","SL",2015,2015-04-02,"F",54,168,3.46,12,6,3,NA,NA,0.160869565217391,0,0.222222222222222
"SL39","SL",2015,2015-04-02,"M",62,173,6.32,15.8,7.8,9,1,86,0.396433470507545,7.775,0.254838709677419
"SL40","SL",2015,2015-04-02,"M",60,197,5.37,15.4,7.2,9,0,NA,0.260058881256133,4.251,0.256666666666667
"SL41","SL",2015,2015-04-02,"M",58,160,4.71,14.6,7,6,1,85,0.461212976022567,9.887,0.251724137931034
"SM01","SM",2014,2014-04-20,"M",59,188,5.9,14.6,7.2,5,0,NA,0.26,13.64,0.247457627118644
"SM02","SM",2014,2014-04-20,"F",58,145,3.84,14.4,6,1,1,65,0,1.45,0.248275862068966
"SM03","SM",2014,2014-04-20,"M",62,165,5.72,16,7.2,3,1,2,0.33,15.28,0.258064516129032
"SM04","SM",2014,2014-04-20,"F",60,138,4.44,12.2,5.8,1,1,63,0.12,2.73,0.203333333333333
"SM05","SM",2014,2014-04-20,"F",67,190,7.13,13.5,6.6,1,0,NA,0.1,4.09,0.201492537313433
"SM06","SM",2014,2014-04-20,"M",59,188,4.96,15.1,7.2,6,0,NA,0.19,3.6,0.255932203389831
"SM07","SM",2014,2014-04-20,"M",64,207,5.82,15.7,7,8,0,NA,0.45,10.68,0.2453125
"SM08","SM",2014,2014-04-20,"F",58,172,4.51,12.3,7.5,1,0,NA,0.16,1.02,0.212068965517241
"SM09","SM",2014,2014-04-20,"M",61,194,5.78,15.3,7.4,2,0,NA,0.65,22.46,0.250819672131148
"SM10","SM",2014,2014-04-20,"F",58,142,3.81,12.4,6,1,1,72,0.08,0.22,0.213793103448276
"SM11","SM",2014,2014-04-20,"M",55,67,3.4,13.7,6.6,2,1,0,0.17,5.91,0.249090909090909
"SM12","SM",2014,2014-04-20,"F",57,172,3.99,12.2,6,1,0,NA,0.09,2.16,0.214035087719298
"SM13","SM",2014,2014-04-20,"F",60,132,4.43,12.3,6,1,1,58,0.03,0.86,0.205
"SM14","SM",2014,2014-04-20,"F",56,154,3.86,11.6,5.4,1,0,NA,0,0.5,0.207142857142857
"SM15","SM",2014,2014-04-20,"F",54,160,3.43,11.7,5.6,1,0,NA,0.1,1.91,0.216666666666667
"SM16","SM",2014,2014-04-20,"M",63,80,5.22,16,7.3,10,1,5,0.5,8.44,0.253968253968254
"SM17","SM",2014,2014-04-20,"F",56,150,3.96,12.2,5.6,1,1,58,0.22,2.11,0.217857142857143
"SM18","SM",2014,2014-04-20,"F",55,96,2.89,11.9,5.7,1,1,30,NA,3.35,0.216363636363636
"SM19","SM",2014,2014-04-20,"M",58,172,4.71,14.6,6.2,3,1,76,0.43,9.48,0.251724137931034
"SM20","SM",2014,2014-04-20,"M",57,160,4.6,14.7,6.5,3,1,80,0.35,7.69,0.257894736842105
"SM21","SM",2014,2014-04-20,"M",56,148,4.57,14.7,7,1,1,62,0.51,7.99,0.2625
"SM22","SM",2014,2014-04-20,"F",53,93,2.72,11.3,5.4,1,1,25,0,1.14,0.213207547169811
"SM23","SM",2014,2014-04-20,"F",56,141,4.11,12.3,5.7,2,1,42,0.21,2.15,0.219642857142857
"SM24","SM",2014,2014-04-20,"M",50,160,3.42,12.7,6.3,2,0,NA,0.1,2.48,0.254
"SM25","SM",2014,2014-04-20,"M",61,199,5.82,15.5,7.4,6,0,NA,0.25,7.22,0.254098360655738
"SM26","SM",2014,2014-04-20,"M",62,186,5.9,15.7,7.7,3,0,NA,0.32,8.8,0.253225806451613
"SM27","SM",2014,2014-04-20,"M",60,155,5.67,15.1,7.1,4,1,0,0.32,5.11,0.251666666666667
"SM28","SM",2014,2014-04-20,"F",58,147,4.18,12,5.2,1,1,35,0.42,1.61,0.206896551724138
"SM29","SM",2014,2014-04-20,"F",61,149,4.86,12.8,6,1,1,0,0.05,2.6,0.20983606557377
"SMA01","SMA",2017,2017-04-10,"F",54,152,4.07,12.25,5.67,7,0,NA,0.0488,0,0.226851851851852
"SMA02","SMA",2017,2017-04-10,"M",60,151,6.05,15.11,7.79,9,1,33,0.3956,9.794,0.251833333333333
"SMA03","SMA",2017,2017-04-10,"M",69,212,8.14,17.37,7.92,9,1,27,0.4327,10.905,0.251739130434783
"SMA05","SMA",2017,2017-04-10,"M",70,182,9.38,18.7,9.09,10,1,76,0.3638,15.796,0.267142857142857
"SMA06","SMA",2017,2017-04-10,"M",67,184,8.17,16.91,8.86,10,1,70,0.6231,12.151,0.252388059701493
"SMA07","SMA",2017,2017-04-10,"M",66,193,8.44,17.84,8.55,9,1,103,0.3984,12.533,0.27030303030303
"SMA08","SMA",2017,2017-04-10,"F",58,163,3.38,12.59,6.34,9,0,NA,0.135,5.078,0.217068965517241
"SMA09","SMA",2017,2017-04-10,"M",51,162,3.72,13.6,6.7,8,1,NA,0.3354,8.993,0.266666666666667
"SMA10","SMA",2017,2017-04-10,"M",54,135,4.64,14.03,6.26,8,1,0,0.2844,4.499,0.259814814814815
"SMA11","SMA",2017,2017-04-10,"F",66,185,6.3,14.01,6.89,10,1,47,0.4299,8.174,0.212272727272727
"SMA12","SMA",2017,2017-04-10,"M",57,172,5.17,14.61,7.17,8,1,72,0.3794,13.884,0.256315789473684
"SMA13","SMA",2017,2017-04-10,"M",65,104,7.07,17.69,8.64,10,1,19,0.3445,10.53,0.272153846153846
"SMA14","SMA",2017,2017-04-10,"F",50,158,3.85,12.76,5.81,7,0,NA,0.3015,2.596,0.2552
"SMA15","SMA",2017,2017-04-10,"F",63,116,4.1,13.5,6.53,8,1,51,0.3307,1.888,0.214285714285714
"SMA16","SMA",2017,2017-04-10,"F",57,166,4.95,12.61,5.93,7,0,NA,0.2171,3.329,0.221228070175439
"SMA18","SMA",2017,2017-04-10,"F",66,198,5.78,14.7,7.25,9,0,NA,0.282,11.868,0.222727272727273
"SMA19","SMA",2017,2017-04-10,"M",58,81,5.39,15.57,7.1,9,1,0,0.3872,6.838,0.268448275862069
"SMA20","SMA",2017,2017-04-10,"M",60,184,5.75,15.92,7.62,9,1,44,0.5146,7.539,0.265333333333333
"SMA22","SMA",2017,2017-04-10,"M",68,219,8.83,17.41,9.22,9,0,NA,0.4444,13.098,0.256029411764706
"SMA23","SMA",2017,2017-04-10,"M",70,169,NA,18.99,9.55,10,1,80,0.3159,6.839,0.271285714285714
"SMA24","SMA",2017,2017-04-10,"M",54,169,3.64,13.07,6.37,7,0,NA,0.2054,8.792,0.242037037037037
"SMA25","SMA",2017,2017-04-10,"F",63,162,6.46,14.31,6.87,10,1,70,0.3081,0,0.227142857142857
"SMA26","SMA",2019,2019-04-16,"M",66,200,6.56,17.65,8.98,9,1,71,0.458264538616768,NA,0.267424242424242
"SMA27","SMA",2019,2019-04-16,"M",73,188,8.61,19.11,10.18,10,1,71,0.546628521476537,NA,0.261780821917808
"SMA28","SMA",2019,2019-04-16,"M",68,223,8.27,19.1,9.85,9,0,NA,0.582309102969293,NA,0.280882352941176
"SMA29","SMA",2019,2019-04-16,"M",70,231,10.17,19.94,10.8,10,0,NA,0.614994750751186,NA,0.284857142857143
"SMA30","SMA",2019,2019-04-16,"F",62,170,6.65,14.63,8.22,8,1,65,0.31530269058296,NA,0.235967741935484
"SMA31","SMA",2019,2019-04-16,"F",65,171,6.22,13.56,8.53,8,0,NA,0.0715603456646276,NA,0.208615384615385
"SMA32","SMA",2019,2019-04-16,"F",61,143,5.25,14.24,7.54,9,1,67,0.33042846768337,NA,0.23344262295082
"SMA33","SMA",2019,2019-04-16,"F",64,135,5.26,14.2,7.5,9,1,53,0.427585164281395,NA,0.221875
"SMA34","SMA",2019,2019-04-16,"F",62,182,5.39,14.72,8.07,8,0,NA,0.373997855282643,NA,0.23741935483871
"SMA35","SMA",2019,2019-04-16,"F",64,140,5.65,14.64,6.94,8,1,58,0.43848936070271,NA,0.22875
"SMA36","SMA",2019,2019-04-16,"F",65,160,5.8,14.34,8.19,9,1,84,0.372439848876516,NA,0.220615384615385
"SMA37","SMA",2019,2019-04-16,"F",63,191,5.89,14.46,7.86,9,0,NA,0.376691779451963,NA,0.22952380952381
"SMA38","SMA",2019,2019-04-16,"F",67,147,6.92,14.39,8.21,8,1,68,0.361191349832149,NA,0.214776119402985
"SMA39","SMA",2019,2019-04-16,"M",68,195,9.37,18.67,11.04,9,1,61,0.319990469382893,NA,0.274558823529412
"SMA40","SMA",2019,2019-04-16,"F",62,183,6.95,15,8.1,9,1,30,0.426611531921472,NA,0.241935483870968
"SMA41","SMA",2019,2019-04-16,"F",65,185,6.76,15.28,7.96,8,1,41,0.202360717658168,NA,0.235076923076923
"SMA42","SMA",2019,2019-04-16,"F",65,190,6.86,15.14,6.75,8,0,NA,0.174841566108169,NA,0.232923076923077
"SMA43","SMA",2019,2019-04-16,"F",69,193,7.25,14.66,7.47,8,1,16,0.480751498386353,NA,0.212463768115942
"SMA44","SMA",2019,2019-04-16,"F",61,172,6.33,14.36,6.34,8,1,45,0.390474781837006,NA,0.235409836065574
"SMA45","SMA",2019,2019-04-16,"M",68,213,7.75,17.42,9.95,8,1,31,0.736422848038986,NA,0.256176470588235
"SMA46","SMA",2019,2019-04-16,"M",68,204,7.62,18.19,9.97,9,0,NA,0.534962782708274,NA,0.2675
"SMA47","SMA",2019,2019-04-16,"M",68,192,7.18,18.37,9.03,9,1,34,0.709537202761442,NA,0.270147058823529
"SMA48","SMA",2019,2019-04-16,"M",72,203,9.56,19.17,10.29,10,1,81,0.589796385266529,NA,0.26625
"SMA49","SMA",2019,2019-04-16,"F",64,165,6.87,14.16,7.57,8,1,67,0.28832734909559,NA,0.22125
"SO01","SO",2014,2014-04-20,"M",57,170,5.08,14.3,7.1,1,0,NA,0.2,6.26,0.250877192982456
"SO02","SO",2014,2014-04-20,"M",65,203,8.04,17.2,7.7,1,0,NA,0.46,6.25,0.264615384615385
"SO03","SO",2014,2014-04-20,"F",59,174,6.16,12.4,6.3,1,0,NA,0.06,1.85,0.210169491525424
"SO04","SO",2014,2014-04-20,"F",52,150,3.4,11.6,5.8,1,0,NA,0,1.82,0.223076923076923
"SO05","SO",2014,2014-04-20,"M",65,126,6.16,16.9,7.6,7,1,40,0.64,6.87,0.26
"SO06","SO",2014,2014-04-20,"M",62,73,5.18,16.4,7.5,2,1,0,0.19,11.63,0.264516129032258
"SO07","SO",2014,2014-04-20,"F",59,144,5.12,12.7,6.4,1,1,59,0.04,1.75,0.215254237288136
"SO08","SO",2014,2014-04-20,"M",65,210,6.99,16.8,7.6,2,0,NA,0.46,18.51,0.258461538461538
"SO09","SO",2014,2014-04-20,"M",56,161,4.57,13.5,6.5,2,1,60,0.3,6.11,0.241071428571429
"SO10","SO",2014,2014-04-20,"F",58,145,3.62,12.7,6.2,1,1,52,0.0524308865586273,4.37,0.218965517241379
