"label","abbpop","Year","date","sex","svl","tot","mass","headlength","headwidth","GreenResolved","reg","reglength","blackness","BlueResolved","relhl"
"PG22","PG",2014,2014-04-11,"M",61,176,6.38,15.5,7.3,2,1,85,0.23,14.64,0.254098360655738
"PG24","PG",2014,2014-04-11,"M",60,170,5.88,15.7,7.6,3,1,0,0.39,8.33,0.261666666666667
"PG25","PG",2014,2014-04-11,"M",59,183,5.21,14.8,7.5,1,0,NA,0.12,11.84,0.250847457627119
"PG26","PG",2014,2014-04-11,"F",60,171,2.7,11.6,5.4,1,1,9,0,1.05,0.193333333333333
"PG27","PG",2014,2014-04-11,"F",57,150,5.02,12.3,6.5,1,1,48,0,0.61,0.215789473684211
"PG28","PG",2014,2014-04-11,"M",64,197,7,16,7.2,2,0,NA,0.49,13.7,0.25
"PG29","PG",2014,2014-04-11,"M",62,117,5.47,15.5,7,1,1,41,0.35,6.06,0.25
"PGM01","PGM",2017,2017-04-06,"M",62,178,6.52,16.4,8.72,7,1,71,0.5076,17.805,0.264516129032258
"PGM02","PGM",2017,2017-04-06,"M",62,158,6.23,16.02,8.71,3,1,76,0.164,14.031,0.258387096774194
"PGM03","PGM",2017,2017-04-06,"F",63,145,6.9,13.62,6.66,3,1,64,0.1202,3.694,0.216190476190476
"PGM04","PGM",2017,2017-04-06,"M",66,190,8.03,17.15,8.85,4,1,85,0.4468,11.927,0.259848484848485
"PGM05","PGM",2017,2017-04-06,"M",57,150,6.3,15.96,8.02,3,1,2,0.2657,6.614,0.28
"PGM06","PGM",2017,2017-04-06,"M",69,205,7.55,17.46,9.33,8,0,NA,0.4065,12.146,0.25304347826087
"PGM07","PGM",2017,2017-04-06,"M",63,202,6.28,16.67,8.46,6,0,NA,0.4607,8.508,0.264603174603175
"PGM08","PGM",2017,2017-04-06,"M",61,188,6.57,15.67,8.2,4,1,40,0.3357,9.152,0.256885245901639
"PGM09","PGM",2017,2017-04-06,"M",67,165,6.91,16.42,8.27,2,1,63,0.1816,11.386,0.245074626865672
"PGM10","PGM",2017,2017-04-06,"F",65,157,6.38,13.9,7.18,5,1,53,0.4979,4.931,0.213846153846154
"PGM100","PGM",2019,2019-04-08,"M",54,179,4.79,14.62,7.88,3,0,NA,0.428270320115927,NA,0.270740740740741
"PGM101","PGM",2019,2019-04-08,"M",63,175,5.72,17.5,9.05,7,1,100,0.174726671751843,NA,0.277777777777778
"PGM102","PGM",2019,2019-04-08,"M",58,183,5.79,16.67,8.11,6,1,37,0.377741647538893,NA,0.287413793103448
"PGM103","PGM",2019,2019-04-17,"M",68,194,7.14,16.97,8.56,9,1,19,0.192319831667543,NA,0.249558823529412
"PGM104","PGM",2019,2019-04-17,"M",56,121,4.27,14.47,7.31,1,1,1,0.166230515416999,NA,0.258392857142857
"PGM105","PGM",2019,2019-04-17,"F",59,170,4.88,13.33,6.95,2,0,NA,0,NA,0.22593220338983
"PGM106","PGM",2019,2019-04-17,"F",63,155,5.35,14.51,7.58,2,1,53,0.02,NA,0.23031746031746
"PGM107","PGM",2019,2019-04-17,"F",68,193,7.54,14.47,7.55,8,0,NA,0.168840418428667,NA,0.212794117647059
"PGM108","PGM",2019,2019-04-17,"M",56,170,4.28,15.15,8.38,1,1,57,0.238644035104639,NA,0.270535714285714
"PGM109","PGM",2019,2019-04-17,"F",59,169,4.47,13.88,7.43,4,0,NA,0.0561999820160058,NA,0.235254237288136
"PGM11","PGM",2017,2017-04-06,"F",63,105,5.99,13.29,6.89,3,1,17,0.2677,5.23,0.210952380952381
"PGM110","PGM",2019,2019-04-17,"F",63,159,4.52,14.42,7.23,1,1,66,0.0807433514899071,NA,0.228888888888889
"PGM111","PGM",2019,2019-04-17,"F",65,143,6.08,14.57,7.35,8,1,63,0.217413059794846,NA,0.224153846153846
"PGM112","PGM",2019,2019-04-17,"M",65,205,7.25,16.94,10.48,8,1,31,0.603882384012677,NA,0.260615384615385
"PGM114","PGM",2019,2019-04-20,"F",59,151,5.03,14.27,6.06,2,1,44,0.02,NA,0.241864406779661
"PGM115","PGM",2019,2019-04-20,"M",69,213,8.72,18.97,8.93,1,1,29,0.444470774091627,NA,0.274927536231884
"PGM116","PGM",2019,2019-04-20,"F",66,74,5.94,14.84,7.91,6,1,1,0.301589816722125,NA,0.224848484848485
"PGM117","PGM",2019,2019-04-20,"F",62,161,5.7,13,6.93,2,1,57,0.35,NA,0.209677419354839
"PGM118","PGM",2019,2019-04-20,"M",56,176,4.36,15.07,7.3,1,0,NA,0.25,NA,0.269107142857143
"PGM119","PGM",2019,2019-04-20,"M",64,154,6.76,17.49,10,7,1,0,0.35,NA,0.27328125
"PGM12","PGM",2017,2017-04-06,"M",59,160,4.95,15.45,8.05,7,1,66,0.293,6.986,0.261864406779661
"PGM120","PGM",2019,2019-04-20,"F",54,172,4.61,14.1,7.66,1,0,NA,0.03,NA,0.261111111111111
"PGM121","PGM",2019,2019-04-25,"F",67,78,6.16,14.65,7.66,4,1,3,0.207149316959398,NA,0.21865671641791
"PGM122","PGM",2019,2019-04-26,"M",54,171,4.02,14.15,6.04,4,0,NA,0.323386962088738,NA,0.262037037037037
"PGM123","PGM",2019,2019-04-26,"F",63,175,5.75,13.43,6.55,4,1,61,0.119370591427021,NA,0.213174603174603
"PGM124","PGM",2019,2019-04-26,"M",64,150,6.78,16.68,10.13,3,1,72,0.432916666666667,NA,0.260625
"PGM125","PGM",2019,2019-04-26,"F",65,150,6.11,14.55,7.03,7,1,63,0.269625808786933,NA,0.223846153846154
"PGM126","PGM",2019,2019-04-26,"M",68,183,5.13,15.07,7.83,2,0,NA,0.392906494702902,NA,0.221617647058824
"PGM127","PGM",2019,2019-04-26,"F",70,209,8.1,15.07,7.71,8,0,NA,0.308376575240919,NA,0.215285714285714
"PGM128","PGM",2019,2019-04-26,"M",65,138,7.97,16.92,8.92,9,1,69,0.607871198568873,NA,0.260307692307692
"PGM13","PGM",2017,2017-04-06,"M",61,183,5.67,16.08,7.66,4,1,35,0.4564,15.496,0.263606557377049
"PGM14","PGM",2017,2017-04-06,"M",63,195,6.16,15.93,8.27,8,1,52,0.1355,9.78,0.252857142857143
"PGM15","PGM",2017,2017-04-06,"F",61,149,5.51,13.64,6.9,5,1,65,0.0449,0,0.223606557377049
"PGM16","PGM",2017,2017-04-06,"F",59,175,5.59,13.61,6.87,5,0,NA,0.0153,1.616,0.230677966101695
"PGM17","PGM",2017,2017-04-06,"F",65,172,6.76,13.88,6.89,2,1,30,0.0168,7.974,0.213538461538462
"PGM18","PGM",2017,2017-04-06,"F",57,157,5.02,12.54,6.34,3,1,60,0.127,0,0.22
"PGM19","PGM",2017,2017-04-07,"M",64,117,6.6,16.37,8.43,1,1,0,0.3601,5.143,0.25578125
"PGM20","PGM",2017,2017-04-07,"F",58,167,4.96,12.47,6.03,1,0,NA,0.1667,1.638,0.215
"PGM21","PGM",2017,2017-04-07,"M",61,168,5.94,15.82,7.52,4,1,73,0.569,14.711,0.259344262295082
"PGM22","PGM",2017,2017-04-07,"M",58,187,5.78,15.84,7.79,2,0,NA,0.0075,7.38,0.273103448275862
"PGM23","PGM",2018,2018-04-09,"M",63,200,7.14,16.62,7.98,9,1,32,0.592858268957906,42.159,0.263809523809524
"PGM24","PGM",2018,2018-04-09,"M",60,160,6.18,16.4,8.21,8,1,84,0.470262664165103,5.895,0.273333333333333
"PGM25","PGM",2018,2018-04-09,"M",66,197,8.14,17.85,9.06,7,1,72,0.454180064308682,18.069,0.270454545454546
"PGM26","PGM",2018,2018-04-09,"F",55,146,3.94,12.59,6.19,5,1,43,0.167192136498516,0,0.228909090909091
"PGM27","PGM",2018,2018-04-09,"M",67,184,7.08,16.52,8.58,8,1,100,0.427926732147598,13.206,0.246567164179104
"PGM28","PGM",2018,2018-04-09,"F",52,144,3.74,12.08,6.5,1,1,62,0,2.036,0.232307692307692
"PGM29","PGM",2018,2018-04-09,"M",63,160,6.4,16.15,8.07,8,1,75,0.531087006692822,12.386,0.256349206349206
"PGM30","PGM",2018,2018-04-09,"M",61,153,6.89,17.17,8.06,4,1,80,0.373885280193769,12.254,0.281475409836066
"PGM31","PGM",2018,2018-04-09,"M",62,150,6.74,16.04,8.59,7,1,72,0.489026870784713,17.213,0.258709677419355
"PGM32","PGM",2018,2018-04-09,"M",69,124,7.55,18.39,8.74,6,1,53,NA,28.701,0.266521739130435
"PGM33","PGM",2018,2018-04-09,"F",60,135,5.02,12.66,6.92,3,1,57,0.0456520022115157,3.452,0.211
"PGM34","PGM",2018,2018-04-09,"F",61,138,5.3,13.7,6.91,8,1,60,0.275122095604558,11.477,0.224590163934426
"PGM35","PGM",2018,2018-04-09,"M",68,152,7.04,16.49,8.29,6,1,75,0.586318738021524,19.059,0.2425
"PGM36","PGM",2018,2018-04-09,"M",66,192,7.51,16.87,8.94,6,1,77,0.468611435239207,25.082,0.255606060606061
"PGM37","PGM",2018,2018-04-09,"F",60,106,4.4,12.88,6.26,2,1,23,0.04325,2.776,0.214666666666667
"PGM38","PGM",2018,2018-04-09,"M",65,110,6.31,16.99,7.86,6,1,10,0.398678154136669,13.027,0.261384615384615
"PGM39","PGM",2018,2018-04-09,"M",64,160,6.08,16.33,7.41,7,0,NA,0.459867799811143,14.011,0.25515625
"PGM40","PGM",2018,2018-04-09,"M",60,168,4.77,15.3,7.37,8,1,85,0.476049868766404,13.959,0.255
"PGM41","PGM",2018,2018-04-09,"M",67,194,6.99,16.83,8.2,7,1,21,0.619382736984908,25.823,0.251194029850746
"PGM42","PGM",2018,2018-04-09,"M",61,156,6.79,16.72,8.19,2,1,82,0.281723391697816,14.743,0.274098360655738
"PGM43","PGM",2018,2018-04-09,"F",56,NA,2.9,12.56,6.11,6,1,30,0.0563068920676203,3.426,0.224285714285714
"PGM44","PGM",2018,2018-04-09,"M",61,178,5.99,15.47,7.8,4,1,55,0.478065507863308,9.448,0.253606557377049
"PGM45","PGM",2018,2018-04-09,"M",64,148,7.22,16.95,8.9,9,1,0,0.593872033643737,17.005,0.26484375
"PGM46","PGM",2018,2018-04-09,"M",61,146,5.6,15.78,7.61,7,1,70,0.271793054571226,11.793,0.258688524590164
"PGM47","PGM",2018,2018-04-09,"M",61,170,5.34,15.4,7.42,3,1,73,0.0263533610945866,8.761,0.252459016393443
"PGM48","PGM",2018,2018-04-09,"M",65,180,7.16,17.39,7.93,7,1,73,0.44994716449454,5.618,0.267538461538462
"PGM49","PGM",2018,2018-04-09,"M",63,180,7.81,16.51,8.84,8,1,84,0.646482987289808,14.328,0.262063492063492
"PGM50","PGM",2018,2018-04-09,"F",59,163,5.52,13.04,6.43,5,1,35,0.210490463215259,10.749,0.221016949152542
"PGM51","PGM",2018,2018-04-09,"M",61,152,5.88,15.63,8.52,3,1,78,0.33778857837181,23.819,0.256229508196721
"PGM52","PGM",2018,2018-04-09,"M",65,184,6.66,15.92,7.79,3,0,NA,0.390216709636959,19.764,0.244923076923077
"PGM53","PGM",2018,2018-04-09,"M",53,163,4.55,12.76,6.71,2,0,NA,NA,24.313,0.240754716981132
"PGM54","PGM",2018,2018-04-09,"M",52,146,3.28,12.81,6.03,3,0,NA,0.38404773119799,16.873,0.246346153846154
"PGM55","PGM",2018,2018-04-09,"M",68,190,7.99,17.28,8.76,6,1,96,0.449159021406728,23.091,0.254117647058824
"PGM56","PGM",2018,2018-04-09,"M",65,190,7.07,16.46,8.4,3,0,NA,0.333575647432985,27.945,0.253230769230769
"PGM57","PGM",2018,2018-04-09,"F",56,152,3.88,12.91,6.27,3,0,NA,0.0391515407344871,0,0.230535714285714
"PGM58","PGM",2018,2018-04-09,"M",53,161,4.46,14.13,7.08,2,0,NA,0.272800972841508,12.478,0.266603773584906
"PGM59","PGM",2018,2018-04-09,"F",60,178,5.35,13,7.14,2,0,NA,0.0421213595607145,12.864,0.216666666666667
"PGM60","PGM",2018,2018-04-09,"F",57,147,4.82,13.4,6.49,1,1,60,0,14.959,0.235087719298246
"PGM77","PGM",2019,2019-03-27,"M",64,166,7.33,17.25,8.33,6,1,4,0.344952058657642,NA,0.26953125
"PGM78","PGM",2019,2019-03-27,"M",64,152,5.64,NA,NA,2,1,77,0.100336540535876,NA,NA
"PGM79","PGM",2019,2019-03-27,"M",66,193,7.53,17.95,8.26,1,1,69,0.551328273244782,NA,0.271969696969697
"PGM80","PGM",2019,2019-03-27,"M",61,188,5.72,15.85,8.54,2,0,NA,0.393803216650899,NA,0.25983606557377
"PGM81","PGM",2019,2019-03-27,"F",63,147,5.39,13.54,7.3,3,1,52,0.314343707713126,NA,0.214920634920635
"PGM82","PGM",2019,2019-03-27,"M",53,168,4.29,13.89,7.52,2,0,NA,0.27312307528937,NA,0.262075471698113
"PGM83","PGM",2019,2019-03-27,"M",50,151,3.19,12.2,6.48,3,0,NA,0.347026469577174,NA,0.244
"PGM84","PGM",2019,2019-03-27,"F",63,170,6.16,NA,NA,6,1,14,0.0304292929292929,NA,NA
"PGM85","PGM",2019,2019-04-08,"F",62,161,4.74,14.51,6.75,7,1,64,0.20976368159204,NA,0.234032258064516
"PGM86","PGM",2019,2019-04-08,"M",54,150,4.49,14.31,7.48,3,1,9,0.368156736313473,NA,0.265
"PGM87","PGM",2019,2019-04-08,"M",71,211,8.91,18.91,9.14,7,1,73,0.261783382523925,NA,0.266338028169014
"PGM88","PGM",2019,2019-04-08,"M",52,69,3.3,14.4,7.45,5,1,6,0.270130985613056,NA,0.276923076923077
"PGM90","PGM",2019,2019-04-08,"F",52,150,4,12.4,6.65,1,0,NA,0,NA,0.238461538461538
"PGM91","PGM",2019,2019-04-08,"M",65,171,6.31,17.31,9.24,8,1,87,0.209890220566019,NA,0.266307692307692
"PGM92","PGM",2019,2019-04-08,"M",61,105,5.44,16.35,8.54,3,1,4,0.375388627018353,NA,0.268032786885246
"PGM93","PGM",2019,2019-04-08,"M",60,186,6.06,16.19,8.01,4,1,79,NA,NA,0.269833333333333
"PGM94","PGM",2019,2019-04-08,"M",70,202,9.54,18.35,9.65,6,1,8,0.39941230486685,NA,0.262142857142857
"PGM95","PGM",2019,2019-04-08,"F",63,157,5.64,14.57,7.21,4,1,75,0.109451724438504,NA,0.231269841269841
"PGM96","PGM",2019,2019-04-08,"F",63,159,3.47,12.69,6.88,1,NA,NA,0.01,NA,0.201428571428571
"PGM97","PGM",2019,2019-04-08,"M",53,152,3.81,13.76,7.93,1,1,66,0.132928403910511,NA,0.259622641509434
"PGM98","PGM",2019,2019-04-08,"F",53,NA,3.43,12.78,6.16,2,0,NA,NA,NA,0.241132075471698
"PGM99","PGM",2019,2019-04-08,"M",65,207,8.42,18.33,8.51,8,1,41,0.221513756051482,NA,0.282
"PI01","PI",2014,2014-04-14,"F",61,180,4.96,13.2,6.2,1,0,NA,0.19,4.15,0.216393442622951
"PI02","PI",2014,2014-04-14,"F",58,153,4.42,12.1,5.9,1,1,69,0.01,2.06,0.208620689655172
"PI04","PI",2014,2014-04-14,"M",62,168,7.4,15.7,7.6,2,1,76,0.29,22.65,0.253225806451613
"PI05","PI",2014,2014-04-14,"M",60,189,5.58,15.5,7,2,0,NA,0.22,6.05,0.258333333333333
"PI06","PI",2014,2014-04-14,"F",59,112,4.59,12.2,6,1,1,4,0.12,4.95,0.206779661016949
"PI07","PI",2014,2014-04-14,"F",59,143,4.91,12.8,6.2,2,1,41,0.2,0,0.216949152542373
"PI08","PI",2014,2014-04-14,"M",58,155,5,14.9,7.6,1,1,85,0.26,0,0.256896551724138
"PI09","PI",2014,2014-04-14,"F",60,137,5.6,12.7,6.2,1,1,66,0.09,0.37,0.211666666666667
"PI11","PI",2014,2014-04-14,"F",61,150,5.66,12.9,6,1,1,58,0.07,1.77,0.211475409836066
"PI12","PI",2014,2014-04-14,"M",63,146,5.75,16.1,7.6,2,1,68,0.53,7.34,0.255555555555556
"PI13","PI",2014,2014-04-14,"F",59,180,2.91,12.2,6,1,0,NA,0.22,2.15,0.206779661016949
"PI14","PI",2014,2014-04-14,"M",65,154,5.73,16.2,8.2,1,1,52,0.27,7.88,0.249230769230769
"PI15","PI",2014,2014-04-14,"F",53,137,2.7,11.6,5.3,1,1,57,0.11,3.24,0.218867924528302
"PI16","PI",2014,2014-04-14,"F",62,184,5.26,12.9,6.6,1,0,NA,0.26,0,0.208064516129032
"PI17","PI",2014,2014-04-14,"M",60,170,5.8,15.5,7.6,2,1,64,0.23,5.67,0.258333333333333
"PI18","PI",2014,2014-04-14,"F",57,167,3.91,12.3,6.1,1,0,NA,0.12,3.47,0.215789473684211
"PI19","PI",2014,2014-04-14,"M",60,153,5.68,15,7.1,2,1,71,0.33,4.99,0.25
"PI20","PI",2014,2014-04-14,"M",61,182,5.39,15.4,6.7,1,0,NA,0.2,8.79,0.252459016393443
"PI21","PI",2014,2014-04-14,"M",65,173,7.14,15.6,7.8,6,1,75,0.54,13.15,0.24
"PI22","PI",2014,2014-04-14,"M",61,206,7.14,15.8,8,1,0,NA,0.13,6.96,0.259016393442623
"PI23","PI",2014,2014-04-14,"M",64,103,5.48,15.4,7.2,1,1,0,0.13,4.99,0.240625
"PI24","PI",2014,2014-04-14,"F",51,140,3.25,11.1,5.4,1,0,NA,0.01,0,0.217647058823529
"PI25","PI",2014,2014-04-14,"M",57,154,4.77,14.1,6.6,1,1,78,0.26,7.98,0.247368421052632
"PI26","PI",2014,2014-04-14,"M",61,170,5.47,15.8,8,3,0,NA,0.54,13.16,0.259016393442623
"PI27","PI",2014,2014-04-14,"F",61,175,5.17,12.4,6.3,1,0,NA,0.06,1.04,0.20327868852459
"PM01","PM",2014,2014-04-07,"F",62,156,5.42,12.5,5.9,6,1,69,0.65,11.737,0.201612903225806
"PM02","PM",2014,2014-04-07,"M",61,187,7.25,16.8,8.1,9,1,88,0.41,7.532,0.275409836065574
"PM03","PM",2014,2014-04-07,"M",58,166,4.33,13.5,6.9,2,0,NA,0.23,11.317,0.232758620689655
"PM04","PM",2014,2014-04-07,"M",64,210,6.68,15.4,8,9,0,NA,0.45,16.094,0.240625
"PM05","PM",2014,2014-04-07,"F",54,124,3.44,11.7,5.5,3,1,53,0.22,0,0.216666666666667
"PM06","PM",2014,2014-04-07,"M",66,183,7.21,16.5,7.8,8,1,86,0.69,22.873,0.25
"PM07","PM",2014,2014-04-07,"F",66,169,NA,11.9,5.9,6,0,NA,0.06,2.544,0.18030303030303
"PM08","PM",2014,2014-04-07,"M",66,158,6.85,16.1,7.1,10,1,50,0.53,30.459,0.243939393939394
"PM09","PM",2014,2014-04-07,"F",52,147,3.23,16,5.7,3,1,45,0.27,7.744,0.307692307692308
"PM10","PM",2014,2014-04-07,"F",59,150,4.89,12.3,6.4,5,1,47,0.3,0,0.208474576271186
"PM11","PM",2014,2014-04-07,"F",50,144,2.34,11.1,5.3,2,1,54,0.01,5.641,0.222
"PM12","PM",2014,2014-04-07,"M",61,202,6.09,15.4,7.6,3,0,NA,0.5,0.279,0.252459016393443
"PM13","PM",2014,2014-04-07,"M",58,180,4.45,13.6,6.7,6,0,NA,0.16,10.551,0.23448275862069
"PM14","PM",2014,2014-04-07,"F",50,140,2.68,11.3,5.4,3,1,58,0.05,0,0.226
"PM15","PM",2014,2014-04-07,"M",63,160,6.11,15.8,8,6,1,79,0.43,11.332,0.250793650793651
"PM16","PM",2014,2014-04-07,"M",61,89,5.24,15,7.2,7,1,7,0.47,13.424,0.245901639344262
"PM17","PM",2014,2014-04-07,"F",58,122,3.65,12.7,6.2,1,1,59,0.22,0,0.218965517241379
"PM18","PM",2014,2014-04-07,"M",65,183,7.4,16.7,8.7,10,1,91,0.59,28.249,0.256923076923077
"PM19","PM",2014,2014-04-07,"F",62,180,5.25,12.8,6.1,1,0,NA,0.35,0,0.206451612903226
"PM20","PM",2014,2014-04-07,"F",65,181,7.61,12.9,6.4,5,1,64,0.32,15.52,0.198461538461538
"PM21","PM",2014,2014-04-07,"M",70,191,7.54,17,8.7,9,1,108,0.58,15.52,0.242857142857143
"PM22","PM",2014,2014-04-07,"F",59,148,4.35,12.8,6.1,8,1,75,0.37,12.907,0.216949152542373
"PM23","PM",2014,2014-04-07,"F",60,143,3.79,12.3,6.6,5,1,59,0.24,4.196,0.205
"PM24","PM",2014,2014-04-07,"M",55,158,3.86,13.2,6.3,4,1,62,0.26,14.542,0.24
"PM25","PM",2014,2014-04-07,"M",58,188,3.48,14.5,7.4,8,0,NA,0.68,6.696,0.25
"PM26","PM",2014,2014-04-07,"M",63,108,5.6,16,8.1,7,1,34,0.46,23.596,0.253968253968254
"PM27","PM",2014,2014-04-07,"F",61,182,4.45,13.1,6.3,1,0,NA,0.07,0,0.214754098360656
"PM28","PM",2014,2014-04-07,"M",61,175,4.5,14.9,7.1,4,0,NA,0.26,25.945,0.244262295081967
"PM29","PM",2014,2014-04-07,"M",64,183,5.63,15.7,7.1,9,1,76,0.6,9.401,0.2453125
"PM30","PM",2014,2014-04-07,"M",60,197,5.41,15.1,6.8,4,0,NA,0.18,20.203,0.251666666666667
"PN01","PN",2014,2014-04-08,"M",66,210,7.35,16.1,8.1,3,1,35,0.37,22.641,0.243939393939394
"PN02","PN",2014,2014-04-08,"F",58,148,4.75,12.5,6,2,1,27,0.04,7.643,0.21551724137931
"PN03","PN",2014,2014-04-08,"M",63,174,6.47,15.5,7.8,6,1,82,0.14,8.909,0.246031746031746
"PN04","PN",2014,2014-04-08,"F",58,118,4.84,12.2,6.1,1,1,15,0,2.794,0.210344827586207
"PN05","PN",2014,2014-04-08,"F",61,178,5.42,12.8,6.5,1,0,NA,0.04,6.919,0.20983606557377
"PN06","PN",2014,2014-04-08,"F",60,180,5.86,13,6.6,2,0,NA,0.25,1.388,0.216666666666667
"PN07","PN",2014,2014-04-08,"M",63,202,7.05,16.2,8.1,4,0,NA,0.24,16.305,0.257142857142857
"PN08","PN",2014,2014-04-08,"M",70,188,8.5,17.9,7.9,6,1,65,0.64,18.047,0.255714285714286
"PN09","PN",2014,2014-04-08,"M",66,202,7.72,16.8,8.3,3,0,NA,0.36,15.358,0.254545454545455
"PN10","PN",2014,2014-04-08,"F",60,150,5.6,12.8,6.9,1,1,72,0,9.738,0.213333333333333
"PN11","PN",2014,2014-04-08,"F",67,155,6.42,13.8,6.9,3,1,76,0.23,3.467,0.205970149253731
"PN12","PN",2014,2014-04-08,"M",58,176,5.63,14.6,7.2,3,1,30,0.02,13.818,0.251724137931034
"PN13","PN",2014,2014-04-08,"M",63,136,6.21,15.3,7.7,4,1,47,0.14,11.149,0.242857142857143
"PN14","PN",2014,2014-04-08,"F",67,194,6.47,13.6,6.7,3,0,NA,0.15,3.233,0.202985074626866
"PN15","PN",2014,2014-04-08,"F",60,150,5.78,12.5,6.6,2,1,65,0,3.406,0.208333333333333
"PN16","PN",2014,2014-04-08,"M",65,207,7.55,16.4,7.7,4,0,NA,0.37,16.391,0.252307692307692
"PN17","PN",2014,2014-04-08,"M",55,69,4.2,14.3,7.2,2,1,0,0.19,8.998,0.26
"PN18","PN",2014,2014-04-08,"M",60,154,4.74,14.5,7.1,2,1,65,0.08,18.868,0.241666666666667
"PN19","PN",2014,2014-04-08,"M",65,205,6.33,16.3,7.7,4,0,NA,0.34,19.192,0.250769230769231
"PN20","PN",2014,2014-04-08,"M",65,204,6.06,16,8,2,0,NA,0.21,20.795,0.246153846153846
"POR01","POR",2018,2018-04-28,"M",70,198,7.28,18.04,9.13,8,1,119,0.51127685230673,4.867,0.257714285714286
"POR02","POR",2018,2018-04-28,"F",58,150,4.18,13.18,6.5,9,1,37,0,4.52,0.227241379310345
"POR03","POR",2018,2018-04-28,"F",64,146,4.44,14.36,7.56,6,1,75,0.3771280862822,0,0.224375
"POR04","POR",2018,2018-04-28,"F",58,139,4.62,13.28,7.23,7,1,68,0.181479113384484,4.605,0.228965517241379
"POR05","POR",2018,2018-04-28,"F",66,141,6.1,14.39,6.3,8,1,72,0.420311185870479,0,0.218030303030303
"POR06","POR",2018,2018-04-28,"M",68,213,7.61,18.38,8.29,8,0,NA,0.48109980330112,10.309,0.270294117647059
"POR07","POR",2018,2018-04-28,"M",66,152,6.44,17.13,8.36,9,1,74,0.376841302378796,8.173,0.259545454545455
"POR08","POR",2018,2018-04-28,"M",58,172,7.58,17.86,8.5,8,1,59,0.427161419290355,8.645,0.307931034482759
"POR09","POR",2018,2018-04-28,"M",63,180,6.6,17.5,9.01,8,1,31,0.648703647874585,9.782,0.277777777777778
"POR10","POR",2018,2018-04-28,"F",65,180,4.47,14.4,6.5,5,0,NA,0,0,0.221538461538462
"POR11","POR",2018,2018-04-28,"F",63,133,3.89,14.47,6.69,7,1,55,0.342249947134701,8.234,0.22968253968254
"POR12","POR",2018,2018-04-28,"F",63,160,5.57,14.37,6.19,7,1,91,0.266976804290237,8.619,0.228095238095238
"POR13","POR",2018,2018-04-28,"F",59,175,3.88,14.3,6.78,8,1,82,0,0,0.242372881355932
"POR14","POR",2018,2018-04-28,"F",61,145,5.63,13.65,6.46,8,1,66,0.251734772552043,0,0.223770491803279
"POR15","POR",2018,2018-04-28,"M",62,200,7.68,15.6,8.03,9,0,NA,0.356261760401422,14.242,0.251612903225806
"PP01","PP",2018,2018-04-07,"M",57,170,4.68,14.97,7.42,8,1,63,0.423512508451656,12.392,0.262631578947368
"PP02","PP",2018,2018-04-07,"M",58,178,5.4,15,7.76,8,0,NA,0.313183894613832,16.975,0.258620689655172
"PP03","PP",2018,2018-04-07,"M",63,149,5.06,15.71,7.74,4,1,78,0.411615230132382,13.135,0.249365079365079
"PP04","PP",2018,2018-04-07,"F",59,147,4.21,12.96,6.42,3,1,74,0.231402238314681,6.686,0.219661016949153
"PP05","PP",2018,2018-04-07,"M",67,170,6.16,16.97,8.19,8,1,82,0.61056021696754,14.831,0.253283582089552
"PP06","PP",2018,2018-04-07,"F",56,138,3.91,12.69,6.2,2,1,65,0.0387029288702929,0,0.226607142857143
"PP07","PP",2018,2018-04-07,"M",65,181,6.38,15.66,7.85,5,1,68,0.402480220464041,14.184,0.240923076923077
"PP08","PP",2018,2018-04-07,"F",57,168,4.06,12.68,5.79,4,0,NA,0.272020132692748,9.131,0.222456140350877
"PP09","PP",2018,2018-04-07,"M",69,190,6.69,16.42,8.09,8,1,53,0.637796610169492,17.573,0.237971014492754
"PP10","PP",2018,2018-04-07,"M",60,163,5.02,14.51,7.21,3,1,69,0.351802403204272,19.43,0.241833333333333
"PP11","PP",2018,2018-04-07,"F",54,134,3.73,12.34,5.33,2,1,62,0.0649830938292477,4.889,0.228518518518519
"PP12","PP",2018,2018-04-07,"M",63,193,6.14,15.99,8,8,0,NA,0.535830032409075,13.002,0.253809523809524
"PP13","PP",2018,2018-04-07,"F",56,150,3.77,12.55,5.78,2,1,40,0.0213393870601589,2.001,0.224107142857143
"PP14","PP",2018,2018-04-07,"M",58,168,4.83,15.51,7.5,7,1,75,0.344348659003831,13.023,0.267413793103448
"PP15","PP",2018,2018-04-07,"M",63,151,6.32,16.92,8.08,8,1,79,0.149498555158933,25.981,0.268571428571429
"PP16","PP",2018,2018-04-07,"M",60,178,5.56,15.93,8.11,7,1,84,0.360025847499751,12.182,0.2655
"PP17","PP",2018,2018-04-07,"M",60,188,5.41,15.78,7.82,3,0,NA,0.353158776949309,13.872,0.263
"PP18","PP",2018,2018-04-07,"F",54,160,3.38,12.53,6.02,2,0,NA,0.013480159483577,5.367,0.232037037037037
"PP19","PP",2018,2018-04-07,"F",62,162,5.42,13.44,6.55,6,1,63,0.159863698977742,2.367,0.216774193548387
"PP20","PP",2018,2018-04-07,"F",60,150,5.51,12.78,6.79,7,1,65,0.0477668494034183,0,0.213
"PP21","PP",2018,2018-04-07,"M",52,163,3.55,12.92,6.56,2,0,NA,0.406068431245965,5.42,0.248461538461538
